customer_name,customer_id,gender,age,zipcode,city,Tenure in months,phone no.,avg monthly usage,plan type,avg monthly download(GB),payment method,total charge,total refunds,customer status,churn category,churn reason
Vincent Davis,9860446,Female,39,99391,West Brittney,2,354.939.0537x81866,1477,Standard,184,PayPal,55.66,24.35,Stayed,,
Olivia Jackson,4372642,Female,28,09247,Snyderhaven,63,(700)900-6506x2383,483,Premium,70,Bank Transfer,21.66,40.66,Stayed,,
Crystal Garcia,33824376,Male,44,14271,Joanside,29,001-723-824-0354,1185,Premium,56,Credit Card,132.91,47.73,Stayed,,
Jordan Smith,8286233,Male,20,37860,Obrienberg,66,001-964-475-2836x7964,424,Premium,96,Bank Transfer,76.95,46.29,Stayed,,
Sandra Calderon,20935777,Male,34,03586,Carterstad,51,(207)279-1629x08804,1132,Basic,175,PayPal,195.17,45.46,Stayed,,
Paul Castillo,93758330,Female,79,39201,New Kyleside,10,(498)688-9388x475,1116,Standard,26,Credit Card,54.87,25.61,Stayed,,
Dylan Lang,7162020,Male,61,43117,Port Summer,14,(554)761-2202,256,Premium,115,PayPal,82.25,18.01,Churned,Other,Moved
Donna Curtis,58380083,Male,73,80523,Lake Alyssa,51,225.757.0340x1342,829,Basic,111,PayPal,84.41,23.25,Stayed,,
Charles Marquez,71174277,Female,45,37851,South Jermaineville,39,(493)429-5404,1369,Premium,187,Bank Transfer,21.52,34.49,Stayed,,
George Wolfe,24428321,Female,46,16865,Brockbury,28,9886703491,1191,Premium,71,PayPal,171.06,44.2,Stayed,,
Timothy Wright,50974390,Male,38,14388,North Matthew,3,001-225-946-3268,581,Premium,192,Credit Card,25.76,10.35,Stayed,,
Anthony Bruce,15088495,Female,64,17169,Kathymouth,70,212.614.2601,1295,Premium,190,PayPal,189.23,45.91,Stayed,,
Rick Peterson,53214206,Female,33,82566,South Williamshire,27,331-639-0045,215,Premium,144,PayPal,180.57,40.76,Stayed,,
Shannon Ray,13055474,Male,54,22275,New Kyleborough,2,422.335.5486x742,692,Basic,73,Bank Transfer,116.39,48.94,Stayed,,
Amy Jordan,84623432,Female,76,25529,Brianbury,38,001-751-313-9093x64156,1229,Standard,88,PayPal,117.85,44.01,Churned,Price,Extra data charges
Meghan Lopez,49375359,Male,37,22172,South Christopherberg,3,945.520.1001x5714,1257,Standard,107,Bank Transfer,137.68,14.0,Churned,Dissatisfaction,Service dissatisfaction
Rodney Bridges,78638821,Female,23,87613,Patriciahaven,16,(748)891-5123,139,Standard,43,Bank Transfer,89.67,5.3,Stayed,,
Sarah Brown,9623141,Male,36,29365,Changburgh,40,3819512374,1167,Standard,17,Credit Card,136.5,5.61,Stayed,,
Brian Garcia,4537890,Male,74,18627,Garciahaven,2,+1-491-602-8652x47928,62,Basic,45,Credit Card,28.06,14.56,Stayed,,
Benjamin Walker,26967944,Male,22,85863,Castillofort,41,001-427-329-1319x396,1022,Basic,61,Credit Card,29.73,30.71,Stayed,,
Cody Phillips,83476900,Female,20,96496,Port Arianaberg,12,(592)805-5425x759,1907,Basic,185,Credit Card,102.3,40.22,Stayed,,
Nicole Ward,30200380,Male,76,30068,North Tamara,35,001-281-432-0018x790,854,Premium,16,Bank Transfer,118.93,44.96,Churned,Price,Long distance charges
Victoria Vazquez,75309638,Female,18,95312,East Frank,65,(771)563-2100,994,Premium,17,PayPal,179.81,31.19,Stayed,,
Peter Hunter,16494972,Male,75,48728,Meghanville,55,(464)459-7008,791,Premium,124,Credit Card,38.84,0.28,Stayed,,
Maureen Kennedy,88142225,Male,77,63394,South Charles,45,642.671.9731,1907,Standard,101,Credit Card,168.08,9.32,Stayed,,
Erin Taylor,34962875,Female,55,99877,East Stephanieberg,62,(913)889-0376x545,1877,Premium,61,Credit Card,57.81,4.99,Churned,Competitor,Competitor had better coverage
Christopher Mitchell,9565843,Male,32,83124,Pricemouth,49,001-951-542-0617,1511,Standard,44,PayPal,90.94,18.17,Stayed,,
Barbara Clark,25282769,Male,51,27620,North Elizabethbury,25,486-376-4913,1611,Premium,122,Credit Card,76.99,25.07,Stayed,,
Brian Wright,77691320,Female,78,24659,New Louisfurt,23,214-425-1951,1660,Standard,84,PayPal,92.03,2.17,Stayed,,
Dustin Simmons,31883398,Male,52,37343,Williamville,24,8828813911,925,Premium,132,Bank Transfer,47.09,17.42,Stayed,,
Jay Crosby,88802810,Male,66,41847,Schneidertown,38,7846286241,1884,Premium,177,Bank Transfer,110.64,8.96,Stayed,,
Eric Hamilton,41413818,Male,42,69606,South Danielle,28,729.780.9246x4784,1223,Basic,39,Bank Transfer,164.3,32.35,Stayed,,
Angela Strong,38511509,Male,41,86132,North Timothytown,21,379.803.4954,709,Premium,7,PayPal,99.48,23.21,Churned,Price,Long distance charges
Mr. Douglas Durham III,77547715,Female,29,38195,Port Krystalborough,54,565.568.4473x410,1081,Premium,124,Credit Card,108.31,24.77,Stayed,,
Matthew Wright,47632044,Female,35,33138,West David,18,732-303-1650,1102,Basic,9,Credit Card,172.78,21.38,Churned,Competitor,Competitor offered more data
Karina Garrett,86951169,Male,32,32588,Seanshire,36,685-932-7217,345,Standard,15,Credit Card,147.09,47.8,Stayed,,
Charles Lopez,20731752,Female,61,71527,Moorestad,45,745.647.7757x93175,1035,Basic,130,Credit Card,108.28,10.74,Churned,Attitude,Attitude of service provider
Michele Cardenas,50273677,Male,33,58011,Susanburgh,53,8628755597,975,Basic,75,Credit Card,66.39,25.83,Stayed,,
Kathy Payne,77218059,Female,44,88508,Lake Kathleen,30,001-303-366-8193x116,1794,Standard,121,PayPal,179.29,36.8,Stayed,,
Deborah Davis,19288484,Male,25,83970,West Olivia,60,561.564.9486x1396,689,Premium,188,Bank Transfer,123.86,27.84,Stayed,,
Austin Roberson,3910710,Male,77,22059,New Lindsey,32,649.457.9189,389,Standard,142,Credit Card,59.81,46.45,Stayed,,
Thomas Mendez,19954517,Male,63,42258,East Jamieburgh,67,323-753-8432,677,Premium,110,Bank Transfer,68.44,18.9,Stayed,,
Carmen Ball,86562433,Male,42,33241,New Nicholas,67,600-403-6568x39251,488,Premium,120,PayPal,164.56,23.18,Stayed,,
Christopher Miller,19192433,Male,34,82351,East Erikchester,28,915.471.6681,1217,Standard,166,PayPal,27.95,4.43,Stayed,,
Richard Bird,87200712,Male,46,33424,Pricehaven,44,297-394-0741,991,Basic,71,Credit Card,198.58,30.45,Stayed,,
Jessica Collins,19633919,Female,70,84285,East Dennis,41,620-938-3629,879,Standard,35,PayPal,43.46,14.41,Stayed,,
Jared Salazar,59352711,Male,25,08061,Bretthaven,63,719-874-1411,1820,Premium,79,Bank Transfer,163.29,8.02,Stayed,,
Aaron Proctor,55432944,Female,32,41186,South Jamesburgh,23,244-317-8935x9628,568,Standard,75,Credit Card,91.06,27.23,Stayed,,
Mr. John Walker MD,79494794,Male,44,77040,South Maryland,48,869-291-6550x9455,1025,Standard,70,Credit Card,108.6,26.62,Stayed,,
Catherine Carpenter,55132054,Female,63,89251,Boyerton,32,927.663.0499x113,1118,Premium,74,Bank Transfer,178.52,3.79,Stayed,,
Spencer Williams,2599422,Female,67,46858,West Tiffanychester,57,+1-208-732-3659x16060,1004,Basic,45,Credit Card,94.32,34.91,Churned,Other,Unknown
Joel Hill,1561670,Female,69,33682,Schwartzland,33,559-428-1994x0423,1312,Standard,195,Credit Card,116.75,31.19,Churned,Other,Moved
Henry Roman,27857182,Male,24,13938,Ballview,24,434-541-9688x8476,1001,Premium,164,Bank Transfer,28.87,9.45,Stayed,,
Tiffany Smith,22575947,Male,20,64882,New Carlos,39,+1-402-500-9526x92287,993,Premium,24,Credit Card,20.42,23.47,Stayed,,
George Villarreal,39601739,Female,46,71626,Stephenbury,34,(459)579-5875,204,Standard,189,Credit Card,64.06,36.02,Stayed,,
Kristen Davis,63944480,Male,61,79891,West Kennethport,56,(555)674-5027x1467,1254,Basic,182,Bank Transfer,142.5,26.47,Stayed,,
Kayla Jones,39353672,Female,70,19634,Davistown,28,344.952.4851x0150,1288,Standard,157,PayPal,41.83,19.77,Stayed,,
Dennis Fuller,23328354,Male,41,68783,East Williamville,37,(893)668-5343,137,Basic,144,Bank Transfer,40.48,16.12,Stayed,,
Timothy Torres,19889182,Female,77,22413,Robertborough,7,4309687577,1329,Basic,43,Credit Card,93.97,30.52,Stayed,,
Marisa Berry,57076302,Female,75,62302,East Robinbury,68,(508)481-3262,1584,Basic,149,Bank Transfer,136.61,46.96,Stayed,,
Dr. Karen Guerrero MD,80888866,Male,20,23247,West Carlaville,37,6053243556,1146,Basic,49,Credit Card,148.17,33.59,Stayed,,
Jasmine Gardner,81635757,Female,37,95278,North Christinaland,56,001-777-650-4949x5510,980,Standard,143,Credit Card,52.12,3.74,Churned,Dissatisfaction,Service dissatisfaction
Linda Taylor,60701157,Male,63,70086,South Emily,65,(444)604-6740x959,228,Premium,74,Bank Transfer,34.33,23.03,Stayed,,
David Tapia,88502793,Female,32,14418,New Mark,65,+1-730-495-5322x789,261,Premium,129,Credit Card,189.27,44.54,Stayed,,
Amanda Brown,3692614,Female,42,04847,Donaldbury,47,+1-983-839-1856x28474,1878,Premium,155,PayPal,66.92,4.72,Churned,Price,Price too high
Ryan Chavez,82374757,Male,47,21597,Marilynfort,20,(988)254-4591x0565,1307,Premium,95,Credit Card,173.6,49.44,Stayed,,
Michele Flynn,59418924,Male,31,78637,Lake Donnaburgh,19,(836)235-5240x530,514,Premium,74,Bank Transfer,175.43,47.45,Stayed,,
Thomas Thomas,86142059,Male,24,81075,Lake Jessicahaven,29,814.660.5383x49586,1824,Premium,170,PayPal,159.05,3.91,Stayed,,
Carolyn Norman,4720181,Female,34,79974,South Luisland,60,389-866-4598,1296,Standard,134,PayPal,50.39,46.67,Stayed,,
Angela Powers,84589144,Male,79,03472,Changburgh,18,001-532-667-6046x14952,680,Basic,88,Credit Card,167.92,18.16,Stayed,,
Jillian Garcia,75698778,Female,61,18094,North Robertmouth,35,+1-891-880-7152x2135,874,Premium,93,Bank Transfer,158.47,42.24,Stayed,,
Morgan Wilkins,87606266,Female,37,27662,Lisaside,43,758.727.7391x886,1337,Standard,83,Credit Card,127.41,20.92,Stayed,,
Alexa Norton,40751171,Male,53,31815,New Michael,11,001-834-935-7599x959,1280,Premium,117,Credit Card,80.7,22.04,Churned,Attitude,Attitude of support person
Jeffery Garcia,95217766,Male,26,07544,Stevenstown,49,9667443413,656,Premium,97,Bank Transfer,67.25,31.71,Stayed,,
Kevin Wood,8913741,Female,55,60637,South Eric,38,+1-866-702-6696x582,934,Basic,76,Bank Transfer,41.94,38.72,Churned,Competitor,Competitor had better coverage
Marvin Allen,53945768,Female,65,31851,North Brandyberg,64,645.897.8400,1807,Basic,169,Credit Card,111.76,1.69,Stayed,,
Carly Vasquez,68318021,Male,74,52842,Port Richardbury,69,(664)218-3964x31035,415,Basic,53,PayPal,125.35,29.66,Churned,Dissatisfaction,Product dissatisfaction
Anthony Roberts,58850626,Male,77,23525,Johnhaven,8,(609)973-6655,325,Premium,56,Credit Card,84.68,9.34,Stayed,,
Caleb Steele,62490270,Male,39,81948,East John,34,657-279-9296x91528,429,Premium,37,PayPal,105.56,17.3,Stayed,,
Sherry Scott,272419,Male,71,72818,Justinburgh,48,9913595792,1816,Premium,26,Credit Card,85.43,17.4,Stayed,,
Jamie Butler DDS,24322371,Male,70,64743,New Timothy,56,814-699-3744,1382,Basic,118,Bank Transfer,135.38,23.45,Stayed,,
Kristine Miller,98312727,Female,70,94813,West Allisonton,65,494-865-8255,1704,Standard,137,PayPal,182.23,16.71,Stayed,,
Angelica Johnson,26181933,Female,19,95182,North Gary,31,(533)592-4628x109,1341,Premium,22,Bank Transfer,49.51,5.37,Stayed,,
Jessica Craig,93944412,Female,41,12330,West Jamesberg,4,(412)424-9134,994,Premium,170,Bank Transfer,88.65,7.28,Churned,Attitude,Attitude of support person
Charles Miller,21962742,Female,25,52160,West Mark,50,954-439-4309x819,1858,Premium,122,Bank Transfer,45.36,1.67,Churned,Attitude,Attitude of support person
Erin Lucero,58892972,Male,28,79733,Richardberg,69,(521)424-0149,1137,Standard,121,Bank Transfer,132.49,23.51,Stayed,,
Jesse Burke,98118128,Male,30,54022,South Kathleen,30,(221)800-5680,859,Premium,41,Bank Transfer,151.2,47.72,Stayed,,
Debra Fowler,26227042,Male,34,42804,West Adam,59,781.546.6598,1423,Standard,68,Credit Card,187.74,5.78,Stayed,,
Julie Miller,7317499,Female,25,36586,South Darrell,67,(853)384-3634x488,974,Premium,142,PayPal,70.2,47.31,Stayed,,
Tina Daniel,51892173,Female,38,24821,South Garrettport,45,8478466432,1988,Standard,83,Credit Card,191.04,36.67,Churned,Competitor,Competitor had better coverage
Pamela Gonzales,74144574,Male,35,04893,South Johnland,4,9745894300,543,Premium,174,Credit Card,31.39,31.87,Stayed,,
Jacqueline Moore,24430123,Male,47,77854,Nelsonbury,26,783-650-7587x5789,1596,Basic,127,Credit Card,128.54,32.26,Churned,Competitor,Competitor had better coverage
Nancy Gonzalez,76678630,Female,35,63079,Smithmouth,27,(604)492-2321x5068,1171,Basic,180,Bank Transfer,30.28,41.34,Stayed,,
Eugene Chambers,15453489,Female,63,40671,Figueroaton,46,(785)270-8692x4989,1144,Basic,48,Credit Card,180.88,5.35,Stayed,,
Alyssa Reed,52276841,Male,64,39707,Lake Savannahmouth,64,001-968-645-8072x030,413,Basic,86,PayPal,115.37,25.24,Stayed,,
Gwendolyn Delgado,53700416,Male,48,47135,Erictown,51,001-816-295-5288,619,Premium,91,Credit Card,140.48,34.85,Stayed,,
Gary Jordan,39091942,Female,55,46330,Natalieshire,50,219.286.8012,1875,Basic,20,Bank Transfer,169.68,29.34,Stayed,,
Sara Lowe,89521788,Male,49,45285,Melissaside,6,+1-610-897-1070,812,Standard,58,PayPal,47.06,41.64,Churned,Other,Unknown
Brian Martinez,18285880,Male,28,88279,New Brittneybury,59,417.297.9633,325,Basic,106,PayPal,26.95,3.61,Stayed,,
Dr. Todd Torres,31810928,Male,62,29764,New Joseph,15,229.401.6300,99,Basic,167,PayPal,178.2,34.54,Stayed,,
Kimberly Roberts,37196697,Female,42,15524,West Cassandrashire,30,808.860.0644,1431,Basic,102,PayPal,76.69,26.7,Stayed,,
David Hernandez,79493986,Female,50,95242,South Thomas,42,001-613-962-6509,777,Premium,160,Credit Card,43.22,18.96,Stayed,,
James Harris,87216349,Female,77,49484,Martinezchester,37,825.689.8421x955,955,Basic,6,Bank Transfer,104.32,17.01,Stayed,,
Jesse Larson,5866879,Female,55,54567,Paulbury,42,213-470-9454x798,977,Standard,98,PayPal,127.7,31.04,Stayed,,
Joshua Parsons,89382166,Female,58,77687,Stephaniebury,35,+1-770-373-2587x38823,613,Basic,145,PayPal,25.57,44.55,Stayed,,
Joann Mann,72469843,Female,25,47990,Mariestad,6,001-388-336-8754x2181,832,Basic,173,Bank Transfer,69.48,24.81,Churned,Price,Long distance charges
Jacob Cooper,92341338,Female,28,84031,New Makayla,68,001-482-888-6223,534,Basic,63,Credit Card,25.9,41.24,Stayed,,
Catherine Miller,97492013,Male,39,50300,East Danielhaven,18,+1-898-200-9865x9607,1157,Standard,73,PayPal,95.66,20.11,Churned,Dissatisfaction,Network reliability
Paige Rodriguez,36648491,Male,68,86906,South Natashaland,29,473.643.0325x073,1972,Basic,123,Credit Card,181.12,5.12,Stayed,,
Erin Allen,71701686,Male,41,52135,Port Jacob,59,+1-613-865-9128,1878,Standard,96,Credit Card,196.88,3.08,Churned,Price,Price too high
Theresa Ross,86184151,Male,58,45901,New Lindsey,47,+1-385-534-5369x284,1711,Standard,185,Credit Card,134.67,2.57,Stayed,,
Jeremiah Parker,99600761,Male,34,94499,West Angiefurt,17,(388)855-6968x03692,1881,Basic,49,Credit Card,49.09,19.01,Stayed,,
Craig Hernandez,30254885,Male,29,05102,Lake Clarence,22,342-373-9189x430,633,Standard,152,PayPal,183.05,16.86,Churned,Dissatisfaction,Service dissatisfaction
Brandon Powell,98504941,Male,74,36626,Jennifertown,68,001-657-770-6259,1369,Premium,28,PayPal,112.92,35.9,Stayed,,
Shawn Potts,3421586,Female,63,48560,Port Nicholas,69,001-970-356-7205x0368,285,Basic,193,Credit Card,47.67,37.14,Stayed,,
Joshua Curry,84012557,Female,49,66124,Jenniferside,37,373-520-4089,105,Basic,95,Credit Card,185.91,2.54,Stayed,,
Jorge Richardson,45540931,Male,32,13006,East Taramouth,49,674.636.9567,1992,Standard,98,Bank Transfer,156.34,11.06,Churned,Attitude,Attitude of support person
Barbara Odonnell,29943753,Male,33,62744,Simsberg,13,+1-698-399-1354x1203,409,Standard,62,Bank Transfer,151.71,13.71,Stayed,,
Ashley Lee,71753724,Female,71,05677,East Tammy,34,846-214-5175x0896,1980,Basic,159,Bank Transfer,147.65,27.38,Stayed,,
Lindsey Wilson MD,777061,Male,39,85854,Wellston,53,399-607-4193x72022,159,Premium,158,PayPal,56.06,7.23,Stayed,,
Levi Fox,90382422,Male,45,33878,West Robert,51,803.559.3576,241,Standard,132,Bank Transfer,57.98,6.7,Churned,Competitor,Competitor offered better device
Terri Williams,70087543,Female,37,76026,New Rebekah,3,328-642-6159x37244,953,Standard,11,PayPal,143.89,47.19,Stayed,,
Tammy Tucker,17042286,Male,50,06615,Ricardoview,42,414.421.4504x789,1166,Premium,174,PayPal,59.55,40.21,Stayed,,
Timothy Lawrence,47657000,Female,27,27584,West Sydney,32,537.399.6720,911,Premium,51,PayPal,98.96,9.03,Stayed,,
Brooke Santana,25179853,Male,57,73175,Sharpchester,51,715-549-7356x5941,617,Basic,57,PayPal,160.76,20.33,Stayed,,
Richard Hudson,25595871,Female,49,88887,Stevenfort,46,327.822.8756,1133,Premium,191,Bank Transfer,161.11,17.78,Stayed,,
Damon Thornton,19034622,Female,67,06172,Timothymouth,21,+1-869-200-9997x7903,699,Basic,42,Credit Card,101.59,39.55,Stayed,,
John Alexander,55178247,Female,77,62069,Jasminechester,44,+1-362-371-5966x09490,88,Premium,57,Credit Card,162.59,25.51,Stayed,,
Mr. Daniel Patrick,72447978,Male,50,52024,Jenniferbury,11,845-647-4891,1613,Standard,147,Credit Card,170.95,6.39,Stayed,,
Jessica Preston,89105715,Female,19,37957,Churchview,68,792-959-1390x2808,1122,Basic,158,Bank Transfer,137.86,36.95,Stayed,,
April Sanchez,26843896,Male,50,69372,East Brittany,1,001-411-223-4787x12209,1493,Basic,52,Credit Card,61.12,19.84,Stayed,,
Mr. Craig Washington MD,40850017,Male,50,69847,Taylorshire,63,001-920-961-0642,686,Basic,99,Bank Transfer,69.32,13.15,Churned,Competitor,Competitor had better coverage
Cory Lang,50201506,Male,58,35229,Robertstown,24,935.412.0185,1086,Premium,151,Bank Transfer,76.67,18.77,Stayed,,
Kenneth Duncan,96355909,Male,30,15577,Brandonland,13,981-342-0029,85,Standard,141,Bank Transfer,41.02,24.89,Stayed,,
Anthony Cooper,25037101,Female,47,43677,Freemanland,11,001-237-982-8322x667,150,Basic,68,Credit Card,69.17,17.16,Churned,Attitude,Attitude of support person
Sandra Garza,75359998,Female,50,62839,Billyberg,51,845.531.2315x11465,1867,Basic,97,Credit Card,57.71,12.1,Stayed,,
Brianna Lopez,30507817,Male,30,32449,East Mark,17,475.780.1323x068,1159,Basic,186,Credit Card,101.96,19.93,Stayed,,
Kayla Tran,99486080,Male,69,09755,North Gary,24,001-661-549-9900,1589,Basic,129,PayPal,183.52,0.96,Stayed,,
John Davis,24697441,Female,43,61138,Bruceview,19,+1-301-378-9937x00826,1296,Standard,183,Bank Transfer,38.81,38.62,Stayed,,
Pamela Horne,80925642,Male,39,79589,Amberhaven,37,+1-777-652-6792x4407,1411,Premium,43,PayPal,149.65,8.55,Churned,Attitude,Attitude of support person
Andre Johnson,39804314,Female,56,76689,Brianamouth,8,6053774638,215,Standard,8,Bank Transfer,143.71,2.2,Churned,Dissatisfaction,Service dissatisfaction
Kimberly Contreras,73240799,Male,19,83936,Danielleside,28,001-527-476-5980,432,Basic,130,Credit Card,37.24,32.68,Stayed,,
Lynn Rodriguez,97624662,Male,55,56334,New Matthew,5,001-478-660-6037x104,1929,Standard,7,Bank Transfer,186.06,38.7,Stayed,,
Alexis Brown,95823733,Female,56,81827,East Colin,17,237-550-6649x5127,1968,Basic,68,Bank Transfer,122.32,40.69,Stayed,,
Gerald Mcneil,67288412,Male,43,35867,Port Shannonhaven,36,001-726-549-7693,1449,Premium,33,PayPal,85.47,24.68,Stayed,,
Jason Sanchez,24175127,Female,63,73226,Elizabethchester,19,2743711254,1544,Premium,120,Bank Transfer,156.18,10.27,Stayed,,
Janet Peterson,70528912,Male,75,61408,West Kimberlyhaven,64,+1-471-910-3018,839,Premium,15,Credit Card,66.33,36.86,Stayed,,
Rebecca Fuller,12422691,Male,67,63492,Stephanieberg,11,+1-408-230-5840x08858,1715,Basic,101,Bank Transfer,144.83,34.99,Stayed,,
Angel Kelly,76302290,Male,32,79010,Janicehaven,54,+1-983-220-2958x63726,80,Standard,106,Bank Transfer,27.15,12.31,Stayed,,
Victoria Gomez,11587597,Female,51,09439,South Christopherbury,45,262-899-0955x936,1448,Premium,190,Bank Transfer,171.09,45.17,Churned,Attitude,Attitude of service provider
Michael Harris,38957666,Male,59,62500,Davidborough,47,+1-644-380-8768x514,60,Basic,159,PayPal,100.67,5.22,Stayed,,
Yvonne Peters,37316846,Male,72,92630,Gonzalezbury,12,644.848.7846x9947,1375,Basic,25,Bank Transfer,134.6,49.13,Stayed,,
Jesus Richards,91774711,Male,61,81332,Washingtonburgh,21,001-262-351-6799,145,Standard,43,Bank Transfer,59.82,43.01,Stayed,,
Emily Richardson,96969136,Male,66,15982,Kevinbury,11,990-302-0455,1263,Premium,106,PayPal,141.87,34.39,Stayed,,
Richard Ross,63873576,Female,57,54479,Henryton,5,+1-617-432-5192x77940,502,Basic,50,PayPal,159.0,46.94,Stayed,,
Meghan Mcneil,83393063,Female,28,94062,New Bobby,56,(922)343-9051,241,Standard,70,PayPal,105.18,36.12,Stayed,,
David Sutton,82824144,Male,78,11418,New Ann,20,+1-211-768-9071,535,Premium,95,PayPal,131.19,9.52,Stayed,,
Jennifer Hudson,29884206,Female,20,22867,North John,41,(399)893-2790x5700,1339,Standard,168,Credit Card,102.14,22.11,Stayed,,
Breanna Bray,58235180,Male,76,87099,Joelstad,46,522-738-5347x01293,1497,Standard,115,Credit Card,180.94,3.58,Churned,Dissatisfaction,Network reliability
Mr. Tyler Shea II,4850809,Male,23,16536,Danatown,12,+1-921-961-5850,1201,Basic,86,Bank Transfer,109.62,19.48,Stayed,,
Ryan Key,37983038,Male,26,10469,East Jacob,70,+1-953-306-6753,287,Basic,127,Credit Card,171.53,37.08,Stayed,,
Emma Mcclure,42627435,Female,23,98080,Brownbury,17,(916)951-0840x533,1993,Basic,197,Bank Transfer,164.24,19.32,Stayed,,
Thomas Gillespie,35732402,Female,26,24108,New Mikaylaburgh,19,(405)492-9340x50152,1428,Standard,195,Credit Card,93.89,16.51,Churned,Price,Price too high
Daniel Fry,77949407,Female,56,24218,Jeffreyside,26,001-230-357-5282x5433,1185,Basic,103,PayPal,61.42,29.77,Stayed,,
Alexis Carroll,57742217,Female,48,67739,Port Brenda,48,(335)938-8567,1901,Standard,39,PayPal,93.09,43.61,Stayed,,
Jeffrey Nguyen,60809100,Female,49,77739,Codystad,52,+1-997-444-6916x1645,1519,Standard,163,Credit Card,168.72,2.38,Stayed,,
Susan Walton,86401801,Female,58,21221,Hendersonborough,70,(313)909-2209x41309,1416,Basic,160,Credit Card,60.97,19.27,Stayed,,
Joseph Pugh,6654227,Female,67,13394,South Robert,55,807-643-3066,1218,Premium,107,Bank Transfer,114.4,7.91,Stayed,,
David Jenkins,95643013,Female,29,54381,New Janet,33,(886)496-9910x40284,1138,Premium,133,Bank Transfer,165.1,34.77,Stayed,,
Michael Moyer,59057423,Female,25,45107,Zacharyborough,62,(678)999-7115,1320,Premium,29,Bank Transfer,83.63,5.29,Stayed,,
Jody Smith,18016607,Male,25,64129,Lake Mitchell,23,273.501.0607x30044,784,Standard,47,PayPal,135.6,33.24,Stayed,,
Debbie Olson,39806138,Female,67,68716,West Angela,15,(507)617-1717x2691,1040,Standard,88,PayPal,64.21,14.31,Stayed,,
Justin Johnson,3782064,Female,45,10092,Port Michael,27,792-917-8443,1563,Standard,199,PayPal,39.67,9.95,Churned,Competitor,Competitor offered better device
Sarah Krause,11484857,Female,79,01261,Mosschester,64,(209)480-2051x072,874,Basic,195,PayPal,162.99,46.82,Stayed,,
James Navarro,49353037,Female,37,48861,West Thomasshire,51,(579)377-9285x6373,1512,Standard,55,Bank Transfer,37.81,0.93,Stayed,,
Nathaniel James,99405501,Female,79,96995,Phillipshire,53,001-339-537-1153x916,155,Basic,134,PayPal,68.85,21.89,Stayed,,
Daniel Anderson,45753066,Female,64,29669,Whitefurt,51,245.417.4070x286,230,Basic,130,PayPal,173.92,1.08,Churned,Competitor,Competitor offered more data
Dr. Joanna Sparks,23348222,Female,76,38374,Lake Williammouth,47,939.285.6546,233,Premium,196,PayPal,82.36,24.18,Stayed,,
Sherry Moore,98099723,Female,24,36710,South Kristen,4,001-965-398-2510,275,Premium,73,PayPal,195.15,25.05,Stayed,,
Jordan Kramer,54812438,Female,28,08556,Shanechester,7,6348264647,826,Premium,13,Credit Card,196.35,16.08,Stayed,,
Daniel Middleton,63092010,Female,37,15305,East Carrieview,35,913-971-6359x50986,839,Basic,6,Bank Transfer,68.29,6.61,Stayed,,
Lynn Scott,44689425,Female,33,11938,West James,48,740.429.1391x065,1982,Basic,166,Bank Transfer,27.38,18.82,Stayed,,
Rachel Ward,12836539,Male,21,50875,Carterville,45,(581)870-8062,1162,Basic,192,PayPal,146.91,33.61,Stayed,,
Natasha Leonard,67654541,Male,23,76168,East Tabithaland,19,254.423.5029x18865,737,Standard,193,Credit Card,101.18,39.12,Stayed,,
Haley Ayala,87506722,Female,75,90470,South Carrie,63,5264988279,579,Basic,163,Bank Transfer,38.14,26.54,Churned,Competitor,Competitor offered more data
Steven May,77302141,Female,39,43203,Briantown,38,5838420122,1444,Premium,14,Bank Transfer,147.35,29.49,Stayed,,
Vanessa Collins,25953989,Male,43,93977,West Johnfurt,67,(292)316-6676,1021,Premium,118,PayPal,25.61,10.03,Stayed,,
Kathleen Henderson,77247468,Female,20,37926,Roberthaven,59,212-544-4937x9668,985,Basic,80,PayPal,176.64,14.37,Churned,Price,Long distance charges
Cassandra Duncan,51927779,Male,58,09088,Robertfurt,69,001-748-863-2338,1986,Basic,168,Bank Transfer,44.96,8.09,Churned,Price,Long distance charges
Michelle Carr,68406416,Male,77,17654,New Todd,13,901-333-0867x4934,1472,Premium,89,Bank Transfer,42.92,12.46,Stayed,,
Kathryn Rose,85638566,Male,59,25536,West Donna,47,(201)500-3103x7737,155,Basic,53,Credit Card,51.62,11.24,Churned,Other,Unknown
Dillon Cain,94467686,Male,31,80299,North Thomas,61,001-377-553-8822x0760,1344,Premium,74,Bank Transfer,192.85,25.97,Stayed,,
Karen Roman,18882390,Male,28,49014,East Tracy,31,+1-559-345-5113x575,880,Standard,181,Bank Transfer,144.77,28.13,Stayed,,
Alejandra Welch,6173679,Female,35,54579,Patriciachester,22,001-711-677-6535x08012,1576,Premium,135,PayPal,164.25,47.25,Churned,Dissatisfaction,Service dissatisfaction
Jamie Ramirez,45961515,Male,71,66007,West Corey,43,001-572-923-3024x57538,728,Standard,137,Bank Transfer,91.57,9.78,Stayed,,
Michael Little,28979144,Female,29,43823,South Jakeberg,67,(598)310-9951,1598,Basic,193,PayPal,80.54,32.08,Stayed,,
Justin Davis,69179102,Female,40,21919,Leeland,54,732-827-6390x7388,898,Basic,94,Bank Transfer,62.21,40.86,Stayed,,
